id_itens;data_compra;status_id;from_iata;to_iata;tipo_viagem;data_ida;data_volta;valor_passagem;milhas_usadas;adultos;criancas;
1109;2019-09-02;1;GIG;BOG;Ida e volta;2019-12-14 01:25:00;2019-12-29 12:08:00;R$ 6.191;0;3;0;
1110;2019-09-24;1;GIG;SCL;Somente ida;2019-12-14 03:55:00;;R$ 681;15.000;1;0;
1111;2019-11-20;1;EZE;IOS;Ida e volta;2019-12-14 07:40:00;2020-03-07 15:20:00;R$ 1.596;30.500;1;0;
1112;2019-10-17;1;RAO;SCL;Ida e volta;2019-12-14 07:55:00;2019-12-22 07:35:00;R$ 2.510;60.000;2;0;
1113;2019-09-17;1;EZE;GIG;Somente ida;2019-12-14 08:10:00;;R$ 1.468;31.000;2;0;
1114;2019-12-12;1;EZE;GIG;Somente ida;2019-12-14 08:35:00;;R$ 1.064;16.100;1;0;
1115;2019-12-13;1;EZE;GIG;Somente ida;2019-12-14 08:35:00;;R$ 2.179;32.200;2;0;
1116;2019-11-29;1;GIG;RAO;Somente ida;2019-12-14 10:40:00;;R$ 703;0;3;0;
1117;2019-10-07;1;SCL;LIS;Somente ida;2019-12-14 13:30:00;;R$ 1.949;45.500;1;0;
1118;2019-09-29;1;GIG;MIA;Ida e volta;2019-12-14 14:40:00;2020-01-09 10:05:00;R$ 9.643;222.750;3;0;
1119;2019-10-01;1;GIG;EZE;Somente ida;2019-12-14 15:00:00;;R$ 585;11.000;1;0;
1120;2019-09-22;1;GIG;LIS;Ida e volta;2019-12-14 21:50:00;2020-01-03 23:30:00;R$ 10.915;357.000;2;0;
1121;2019-10-15;1;EZE;GIG;Somente ida;2019-12-15 02:45:00;;R$ 792;16.500;1;0;
1122;2019-12-04;2;BCN;GIG;Somente ida;2019-12-15 07:55:00;;R$ 3.462;91.000;2;0;
1123;2019-08-08;2;GIG;MIA;Ida e volta;2019-12-15 21:40:00;2019-12-25 22:50:00;R$ 8.323;0;2;1;
1124;2019-09-28;1;EZE;GIG;Somente ida;2019-12-16 04:40:00;;R$ 737;16.500;1;0;
1125;2019-12-01;1;RAO;GIG;Somente ida;2019-12-16 07:20:00;;R$ 751;0;2;0;
1126;2019-10-24;1;LIS;GIG;Somente ida;2019-12-16 08:00:00;;R$ 1.695;0;1;0;
1127;2019-10-31;2;BCN;GIG;Somente ida;2019-12-16 08:00:00;;R$ 1.917;45.500;1;0;
1128;2019-10-26;2;BCN;GIG;Somente ida;2019-12-16 08:00:00;;R$ 1.648;45.500;1;0;
1129;2019-12-04;2;BCN;GIG;Somente ida;2019-12-16 08:00:00;;R$ 3.452;91.000;2;0;
1130;2019-10-31;2;BCN;GIG;Somente ida;2019-12-16 08:00:00;;R$ 1.917;45.500;1;0;
1131;2019-10-25;2;BCN;GIG;Somente ida;2019-12-16 08:00:00;;R$ 1.698;45.500;1;0;
1132;2019-12-13;1;GIG;RAO;Somente ida;2019-12-16 09:55:00;;R$ 789;29.000;2;0;
1133;2019-11-08;1;EZE;GIG;Somente ida;2019-12-16 10:05:00;;R$ 1.094;15.000;1;0;
1134;2019-12-12;1;EZE;GIG;Somente ida;2019-12-16 10:05:00;;R$ 1.080;16.100;1;0;
1135;2019-11-05;2;GIG;RAO;Somente ida;2019-12-16 14:40:00;;R$ 788;0;2;1;
1136;2019-09-23;1;LIS;GIG;Ida e volta;2019-12-16 14:50:00;2020-01-10 16:00:00;R$ 14.111;0;2;1;
1137;2019-11-19;1;GIG;EZE;Somente ida;2019-12-16 15:00:00;;R$ 951;25.000;2;0;
1138;2019-10-21;3;IOS;EZE;Ida e volta;2019-12-16 15:20:00;2020-02-17 23:55:00;R$ 1.647;30.200;1;0;
1139;2019-10-22;1;IOS;EZE;Ida e volta;2019-12-16 15:20:00;2020-02-17 23:55:00;R$ 1.462;30.200;1;0;
1140;2019-11-28;2;GIG;LIS;Ida e volta;2019-12-16 16:30:00;2019-12-31 15:25:00;R$ 4.338;0;1;0;
1141;2019-08-14;1;GIG;LIS;Ida e volta;2019-12-16 17:10:00;2020-01-08 12:45:00;R$ 2.501;118.500;1;0;
1142;2019-12-07;3;SCL;GIG;Somente ida;2019-12-16 17:45:00;;R$ 421;0;1;0;
1143;2019-10-04;1;EZE;GIG;Somente ida;2019-12-16 18:00:00;;R$ 718;0;1;0;
1144;2019-11-04;1;EZE;GIG;Ida e volta;2019-12-16 18:20:00;2020-01-27 11:35:00;R$ 1.865;0;1;0;
1145;2019-12-12;1;GIG;LIS;Ida e volta;2019-12-16 22:00:00;2019-12-30 20:40:00;R$ 3.384;0;1;0;
1146;2019-12-10;1;GIG;RAO;Somente ida;2019-12-16 22:15:00;;R$ 542;0;1;0;
1147;2019-09-20;1;LIS;GIG;Somente ida;2019-12-16 23:30:00;;R$ 2.449;79.000;1;0;
1148;2019-11-24;1;RAO;GIG;Somente ida;2019-12-17 07:20:00;;R$ 768;0;3;1;
1149;2019-11-29;2;EZE;RAO;Ida e volta;2019-12-17 07:40:00;2019-12-29 20:30:00;R$ 1.733;0;1;0;
1150;2019-11-03;2;BCN;GIG;Somente ida;2019-12-17 08:00:00;;R$ 3.814;91.000;2;0;
1151;2019-11-03;2;BCN;GIG;Somente ida;2019-12-17 08:00:00;;R$ 3.814;91.000;2;0;
1152;2019-12-13;2;BCN;GIG;Somente ida;2019-12-17 08:00:00;;R$ 1.649;45.500;1;0;
1153;2019-12-11;1;EZE;GIG;Somente ida;2019-12-17 08:35:00;;R$ 1.105;16.100;1;0;
1154;2019-12-03;2;IOS;RAO;Ida e volta;2019-12-17 13:20:00;2019-12-30 05:20:00;R$ 2.020;0;1;1;
1155;2019-10-30;1;EZE;GIG;Somente ida;2019-12-17 14:15:00;;R$ 716;15.500;1;0;
1156;2019-11-27;1;YYZ;MIA;Somente ida;2019-12-17 16:25:00;;R$ 610;16.000;1;0;
1157;2019-09-17;1;GIG;LIS;Ida e volta;2019-12-17 17:10:00;2020-01-22 23:20:00;R$ 4.768;158.000;1;0;
1158;2019-12-12;1;EZE;GIG;Ida e volta;2019-12-17 18:20:00;2020-03-15 17:50:00;R$ 1.956;0;1;0;
1159;2019-09-17;1;GIG;LIS;Ida e volta;2019-12-17 20:05:00;2019-12-30 06:30:00;R$ 7.489;0;1;1;
1160;2019-12-13;1;GIG;MCO;Somente ida;2019-12-17 22:25:00;;R$ 3.763;0;1;0;
1161;2019-09-19;1;EZE;GIG;Somente ida;2019-12-18 02:45:00;;R$ 849;18.500;1;0;
1162;2019-12-03;1;GIG;LIS;Somente ida;2019-12-18 03:55:00;;R$ 2.299;59.500;1;0;
1163;2019-11-22;1;EZE;GIG;Somente ida;2019-12-18 08:35:00;;R$ 983;12.500;1;0;
1164;2019-12-02;1;EZE;GIG;Ida e volta;2019-12-18 10:05:00;2020-01-20 06:55:00;R$ 1.682;31.500;1;0;
1165;2019-12-07;1;EZE;GIG;Ida e volta;2019-12-18 10:05:00;2020-02-06 15:00:00;R$ 1.963;38.900;1;0;
1166;2019-12-13;1;BCN;GIG;Somente ida;2019-12-18 10:15:00;;R$ 2.187;79.000;1;0;
1167;2019-09-26;1;GIG;SCL;Somente ida;2019-12-18 10:25:00;;R$ 702;15.000;1;0;
1168;2019-10-29;1;SCL;EZE;Somente ida;2019-12-18 12:50:00;;R$ 381;0;2;0;
1169;2019-10-19;1;EZE;GIG;Ida e volta;2019-12-18 16:15:00;2020-01-13 14:55:00;R$ 1.416;28.300;1;0;
1170;2019-09-06;1;EZE;GIG;Ida e volta;2019-12-18 17:15:00;2020-02-12 07:45:00;R$ 2.519;52.000;2;0;
1171;2019-12-06;2;EZE;GIG;Somente ida;2019-12-18 18:00:00;;R$ 1.368;0;1;0;
1172;2019-11-01;1;GIG;BOG;Ida e volta;2019-12-18 20:40:00;2020-01-06 10:29:00;R$ 2.228;0;1;0;
1173;2019-11-05;1;BOG;RAO;Ida e volta;2019-12-18 21:05:00;2020-01-28 07:55:00;R$ 2.259;53.000;1;0;
1174;2019-11-28;1;SCL;MIA;Somente ida;2019-12-18 21:50:00;;R$ 7.135;156.000;3;1;
1175;2019-12-03;2;GIG;MCO;Somente ida;2019-12-18 21:55:00;;R$ 9.301;0;2;1;
1176;2019-10-16;1;GIG;BCN;Ida e volta;2019-12-18 22:00:00;2020-01-12 20:00:00;R$ 4.300;0;1;0;
1177;2019-12-16;1;EZE;GIG;Somente ida;2019-12-18 22:20:00;;R$ 1.454;40.000;1;0;
1178;2019-12-02;2;GIG;LIS;Somente ida;2019-12-19 03:55:00;;R$ 3.084;81.400;1;0;
1179;2019-11-03;1;EZE;IOS;Somente ida;2019-12-19 05:30:00;;R$ 1.030;0;1;0;
1180;2019-12-17;1;EZE;GIG;Somente ida;2019-12-19 07:00:00;;R$ 1.094;16.100;1;0;
1181;2019-10-27;1;EZE;MIA;Ida e volta;2019-12-19 07:40:00;2019-12-30 16:40:00;R$ 3.621;0;1;0;
1182;2019-11-29;3;EZE;GIG;Somente ida;2019-12-19 08:35:00;;R$ 947;11.000;1;0;
1183;2019-11-29;1;EZE;GIG;Somente ida;2019-12-19 08:35:00;;R$ 947;11.000;1;0;
1184;2019-11-29;3;EZE;GIG;Somente ida;2019-12-19 08:35:00;;R$ 916;11.000;1;0;
1185;2019-11-29;2;EZE;GIG;Somente ida;2019-12-19 08:35:00;;R$ 907;11.000;1;0;
1186;2019-11-29;1;EZE;GIG;Somente ida;2019-12-19 08:35:00;;R$ 900;11.000;1;0;
1187;2019-11-05;1;EZE;SCL;Somente ida;2019-12-19 09:00:00;;R$ 559;0;1;0;
1188;2019-10-03;2;GIG;SCL;Ida e volta;2019-12-19 10:25:00;2020-01-20 15:45:00;R$ 1.488;33.000;1;0;
1189;2019-11-11;1;GIG;EZE;Ida e volta;2019-12-19 10:50:00;2019-12-24 10:45:00;R$ 1.555;0;1;0;
1190;2019-12-03;2;GIG;MIA;Ida e volta;2019-12-19 12:20:00;2020-01-15 16:40:00;R$ 9.360;267.800;2;0;
1191;2019-08-08;1;GIG;SCL;Ida e volta;2019-12-19 17:20:00;2019-12-27 02:15:00;R$ 3.801;126.000;3;0;
1192;2019-11-29;1;GIG;AMS;Somente ida;2019-12-19 20:50:00;;R$ 2.508;98.000;1;0;
1193;2019-12-17;1;GIG;MCO;Somente ida;2019-12-19 22:25:00;;R$ 3.167;80.000;2;0;
1194;2019-09-20;1;EZE;GIG;Somente ida;2019-12-20 02:45:00;;R$ 852;19.500;1;0;
1195;2019-12-18;2;LIS;GIG;Somente ida;2019-12-20 06:00:00;;R$ 1.222;39.500;1;0;
1196;2019-11-14;1;EZE;IOS;Somente ida;2019-12-20 07:40:00;;R$ 1.736;31.000;1;0;
1197;2019-08-07;1;GIG;SCL;Ida e volta;2019-12-20 09:25:00;2019-12-23 15:15:00;R$ 1.194;0;1;0;
1198;2019-11-29;1;EZE;GIG;Somente ida;2019-12-20 10:05:00;;R$ 1.234;18.700;1;0;
1199;2019-12-06;1;EZE;GIG;Somente ida;2019-12-20 10:05:00;;R$ 3.296;43.210;2;1;
1200;2019-12-13;1;EZE;GIG;Somente ida;2019-12-20 10:05:00;;R$ 1.164;16.100;1;0;
1201;2019-11-29;1;EZE;GIG;Somente ida;2019-12-20 10:45:00;;R$ 1.088;29.000;1;0;
1202;2019-11-27;1;GIG;EZE;Ida e volta;2019-12-20 10:50:00;2019-12-22 18:20:00;R$ 1.832;0;1;0;
1203;2019-10-25;1;EZE;GIG;Somente ida;2019-12-20 13:15:00;;R$ 1.628;0;2;0;
1204;2019-09-24;1;GIG;EZE;Somente ida;2019-12-20 15:00:00;;R$ 2.371;52.800;4;0;
1205;2019-08-25;1;GIG;EZE;Ida e volta;2019-12-20 17:10:00;2020-01-02 06:25:00;R$ 1.621;0;1;0;
1206;2019-12-07;1;GIG;LIS;Ida e volta;2019-12-20 19:30:00;2020-01-05 14:20:00;R$ 5.948;0;1;0;
1207;2019-12-16;3;GIG;LIS;Ida e volta;2019-12-20 19:35:00;2020-01-19 05:00:00;R$ 3.427;0;1;0;
1208;2019-12-12;2;GIG;LIS;Ida e volta;2019-12-20 19:35:00;2020-02-03 14:25:00;R$ 3.413;0;1;0;
1209;2019-12-16;2;GIG;LIS;Ida e volta;2019-12-20 19:35:00;2020-01-19 05:00:00;R$ 3.623;0;1;0;
1210;2019-12-16;3;GIG;LIS;Ida e volta;2019-12-20 20:00:00;2020-01-19 22:55:00;R$ 4.338;152.500;1;0;
1211;2019-08-17;2;GIG;BCN;Ida e volta;2019-12-20 22:00:00;2020-01-13 20:30:00;R$ 3.984;0;1;0;
1212;2019-11-20;3;EZE;MIA;Ida e volta;2019-12-20 22:15:00;2019-12-30 20:15:00;R$ 4.879;0;1;0;
1213;2019-12-18;3;EZE;GIG;Somente ida;2019-12-20 22:20:00;;R$ 1.751;40.000;1;0;
1214;2019-12-18;1;EZE;GIG;Somente ida;2019-12-20 22:20:00;;R$ 1.479;40.000;1;0;
1215;2019-12-19;1;LIS;GIG;Somente ida;2019-12-20 23:30:00;;R$ 3.134;115.000;1;0;
1216;2019-10-15;2;BCN;GIG;Somente ida;2019-12-21 07:55:00;;R$ 1.868;45.500;1;0;
1217;2019-10-17;2;BCN;GIG;Somente ida;2019-12-21 07:55:00;;R$ 3.356;131.000;2;0;
1218;2019-11-16;1;GIG;IOS;Somente ida;2019-12-21 08:05:00;;R$ 1.058;0;2;0;
1219;2019-08-03;1;EZE;GIG;Somente ida;2019-12-21 08:10:00;;R$ 718;16.200;1;0;
1220;2019-09-25;1;EZE;GIG;Somente ida;2019-12-21 08:10:00;;R$ 883;19.500;1;0;
1221;2019-12-05;1;EZE;GIG;Somente ida;2019-12-21 10:05:00;;R$ 1.183;13.800;1;0;
1222;2019-08-12;1;GIG;EZE;Somente ida;2019-12-21 11:55:00;;R$ 1.094;32.400;2;0;
1223;2019-10-22;1;LIS;GIG;Ida e volta;2019-12-21 12:45:00;2020-01-20 17:10:00;R$ 4.970;194.000;1;0;
1224;2019-11-19;2;GIG;LIS;Somente ida;2019-12-21 13:20:00;;R$ 7.537;307.000;2;0;
1225;2019-12-07;1;GIG;EZE;Ida e volta;2019-12-21 14:25:00;2020-01-05 15:05:00;R$ 1.598;0;1;0;
1226;2019-12-20;2;MIA;GIG;Somente ida;2019-12-21 16:15:00;;R$ 1.421;40.000;1;0;
1227;2019-12-20;2;MIA;GIG;Somente ida;2019-12-21 16:15:00;;R$ 1.419;40.000;1;0;
1228;2019-10-03;1;SCL;GIG;Somente ida;2019-12-21 17:45:00;;R$ 1.071;0;2;0;
1229;2019-12-10;2;GIG;LIS;Ida e volta;2019-12-21 21:50:00;2020-01-03 23:30:00;R$ 63.877;0;4;0;
1230;2019-08-13;3;GIG;BCN;Ida e volta;2019-12-21 22:00:00;2020-01-14 15:15:00;R$ 4.073;0;1;0;
1231;2019-08-12;1;MIA;GIG;Ida e volta;2019-12-21 22:50:00;2020-01-31 21:30:00;R$ 3.755;0;1;0;
1232;2019-10-04;1;GIG;YYZ;Ida e volta;2019-12-22 01:25:00;2020-02-07 07:51:00;R$ 4.462;0;1;0;
1233;2019-08-06;1;GIG;EZE;Somente ida;2019-12-22 07:45:00;;R$ 1.233;37.800;1;1;
1234;2019-08-06;1;GIG;EZE;Ida e volta;2019-12-22 07:45:00;2019-12-26 17:15:00;R$ 2.713;73.800;2;0;
1235;2019-08-09;1;GIG;EZE;Ida e volta;2019-12-22 07:45:00;2019-12-26 17:15:00;R$ 2.713;73.800;2;0;
1236;2019-08-06;1;SCL;GIG;Somente ida;2019-12-22 15:15:00;;R$ 2.506;80.000;3;1;
1237;2019-12-20;1;GIG;EZE;Somente ida;2019-12-22 17:10:00;;R$ 469;15.000;1;0;
1238;2019-08-25;1;EZE;GIG;Somente ida;2019-12-22 17:15:00;;R$ 1.648;40.000;1;1;
1239;2019-10-30;1;SCL;GIG;Ida e volta;2019-12-23 03:15:00;2019-12-29 21:25:00;R$ 971;0;1;0;
1240;2019-11-26;2;EZE;GIG;Ida e volta;2019-12-23 06:00:00;2020-01-05 01:35:00;R$ 1.918;0;1;0;
1241;2019-11-26;2;EZE;GIG;Ida e volta;2019-12-23 06:00:00;2020-01-05 01:35:00;R$ 1.918;0;1;0;
1242;2019-11-07;3;GIG;EZE;Somente ida;2019-12-23 06:25:00;;R$ 1.768;48.000;2;0;
1243;2019-11-07;3;GIG;EZE;Somente ida;2019-12-23 06:25:00;;R$ 1.768;48.000;2;0;
1244;2019-12-20;1;RAO;GIG;Somente ida;2019-12-23 07:00:00;;R$ 592;0;1;0;
1245;2019-11-17;2;LIS;GIG;Ida e volta;2019-12-23 08:00:00;2020-01-21 17:10:00;R$ 5.087;158.000;1;0;
1246;2019-09-28;3;LIS;GIG;Somente ida;2019-12-23 08:00:00;;R$ 2.493;79.000;1;0;
1247;2019-09-28;3;LIS;GIG;Somente ida;2019-12-23 08:00:00;;R$ 2.493;79.000;1;0;
1248;2019-09-28;1;LIS;GIG;Somente ida;2019-12-23 08:00:00;;R$ 2.493;79.000;1;0;
1249;2019-09-28;1;LIS;GIG;Somente ida;2019-12-23 08:00:00;;R$ 2.493;79.000;1;0;
1250;2019-11-29;1;GIG;SCL;Somente ida;2019-12-23 09:25:00;;R$ 805;19.300;1;0;
1251;2019-11-26;1;GIG;SCL;Somente ida;2019-12-23 09:25:00;;R$ 813;19.300;1;0;
1252;2019-11-30;3;GIG;LIS;Somente ida;2019-12-23 14:40:00;;R$ 20.285;544.800;6;0;
1253;2019-12-01;3;GIG;LIS;Somente ida;2019-12-23 14:40:00;;R$ 3.385;90.800;1;0;
1254;2019-11-30;1;GIG;LIS;Somente ida;2019-12-23 14:40:00;;R$ 20.285;544.800;6;0;
1255;2019-12-11;2;MIA;GIG;Somente ida;2019-12-23 16:15:00;;R$ 2.812;80.000;2;0;
1256;2019-10-14;1;GIG;LIS;Somente ida;2019-12-23 17:10:00;;R$ 12.133;447.750;3;2;
1257;2019-11-22;1;GIG;EZE;Somente ida;2019-12-23 17:10:00;;R$ 554;15.000;1;0;
1258;2019-12-21;1;GIG;EZE;Somente ida;2019-12-23 17:10:00;;R$ 466;15.000;1;0;
1259;2019-10-28;1;GIG;EZE;Somente ida;2019-12-23 17:10:00;;R$ 552;15.000;1;0;
1260;2019-08-17;1;GIG;LIS;Ida e volta;2019-12-23 17:10:00;2020-02-11 23:20:00;R$ 3.983;118.500;1;0;
1261;2019-12-19;3;EZE;GIG;Ida e volta;2019-12-23 18:20:00;2020-03-13 07:15:00;R$ 1.549;0;1;0;
1262;2019-10-27;1;GIG;BOG;Ida e volta;2019-12-23 18:50:00;2020-01-15 21:05:00;R$ 4.465;0;2;0;
1263;2019-11-24;1;GIG;RAO;Somente ida;2019-12-23 18:55:00;;R$ 508;0;2;0;
1264;2019-12-18;3;GIG;MIA;Ida e volta;2019-12-23 19:30:00;2020-01-05 08:05:00;R$ 10.659;300.200;2;0;
1265;2019-11-29;3;GIG;LIS;Ida e volta;2019-12-23 20:00:00;2020-01-05 12:45:00;R$ 7.796;316.000;2;0;
1266;2019-11-13;1;GIG;LIS;Somente ida;2019-12-23 20:00:00;;R$ 2.326;79.000;1;0;
1267;2019-10-14;3;GIG;LIS;Ida e volta;2019-12-23 20:00:00;2020-01-05 12:45:00;R$ 7.796;316.000;2;0;
1268;2019-11-29;3;GIG;LIS;Ida e volta;2019-12-23 20:00:00;2020-01-06 23:20:00;R$ 8.684;357.000;2;0;
1269;2019-10-14;3;GIG;LIS;Ida e volta;2019-12-23 20:00:00;2020-01-05 12:45:00;R$ 7.777;316.000;2;0;
1270;2019-12-19;1;SCL;GIG;Somente ida;2019-12-24 04:31:00;;R$ 670;14.000;1;0;
1271;2019-12-20;1;GIG;MCO;Somente ida;2019-12-24 08:00:00;;R$ 2.636;101.500;1;0;
1272;2019-09-29;2;BCN;GIG;Somente ida;2019-12-24 08:00:00;;R$ 1.742;45.500;1;0;
1273;2019-12-01;1;GIG;SCL;Ida e volta;2019-12-24 09:25:00;2020-01-10 14:12:00;R$ 1.678;41.400;1;0;
1274;2019-08-16;1;GIG;MIA;Somente ida;2019-12-24 11:30:00;;R$ 2.940;114.000;1;0;
1275;2019-11-05;3;SCL;GIG;Somente ida;2019-12-24 14:12:00;;R$ 709;15.000;1;0;
1276;2019-11-05;1;SCL;GIG;Somente ida;2019-12-24 14:12:00;;R$ 709;15.000;1;0;
1277;2019-11-05;1;SCL;GIG;Somente ida;2019-12-24 14:12:00;;R$ 709;15.000;1;0;
1278;2019-08-19;1;GIG;LIS;Somente ida;2019-12-24 17:10:00;;R$ 2.832;69.125;1;1;
1279;2019-08-27;1;GIG;LIS;Ida e volta;2019-12-24 17:10:00;2020-01-03 23:30:00;R$ 4.155;132.000;1;0;
1280;2019-08-14;1;GIG;LIS;Ida e volta;2019-12-24 17:10:00;2020-01-02 23:30:00;R$ 3.580;118.500;1;0;
1281;2019-11-12;1;GIG;LIS;Ida e volta;2019-12-24 17:10:00;2020-01-10 08:00:00;R$ 8.682;305.000;2;0;
1282;2019-08-28;1;GIG;LIS;Ida e volta;2019-12-24 17:10:00;2020-01-03 23:30:00;R$ 4.155;132.000;1;0;
1283;2019-11-15;1;GIG;LIS;Ida e volta;2019-12-24 21:50:00;2020-01-09 23:20:00;R$ 4.131;158.000;1;0;
1284;2019-11-01;1;GIG;LIS;Somente ida;2019-12-24 21:50:00;;R$ 2.587;79.000;1;0;
1285;2019-12-14;2;GIG;MCO;Ida e volta;2019-12-24 22:25:00;2020-01-19 13:51:00;R$ 2.978;80.000;1;0;
1286;2019-09-02;1;GIG;CUN;Ida e volta;2019-12-25 01:25:00;2020-01-03 11:43:00;R$ 11.450;0;2;0;
1287;2019-10-24;1;GIG;EZE;Somente ida;2019-12-25 15:00:00;;R$ 827;16.200;1;0;
1288;2019-10-24;1;GIG;EZE;Ida e volta;2019-12-25 15:00:00;2019-12-31 16:50:00;R$ 2.867;58.800;2;0;
1289;2019-11-12;2;EZE;GIG;Somente ida;2019-12-25 16:50:00;;R$ 1.051;0;1;0;
1290;2019-10-11;1;GIG;SCL;Ida e volta;2019-12-25 17:10:00;2020-01-02 13:57:00;R$ 1.453;36.000;1;0;
1291;2019-10-13;2;GIG;SCL;Ida e volta;2019-12-25 19:05:00;2020-01-05 20:57:00;R$ 3.252;75.600;2;0;
1292;2019-09-24;3;RAO;SCL;Somente ida;2019-12-25 20:35:00;;R$ 1.286;31.200;2;0;
1293;2019-12-21;1;GIG;MIA;Ida e volta;2019-12-25 20:40:00;2020-01-06 20:10:00;R$ 3.396;98.100;1;0;
1294;2019-10-04;1;GIG;LIS;Ida e volta;2019-12-25 22:00:00;2020-01-07 08:25:00;R$ 5.364;0;1;0;
1295;2019-12-01;1;GIG;LIS;Somente ida;2019-12-25 23:30:00;;R$ 2.392;0;1;0;
1296;2019-12-01;1;GIG;LIS;Somente ida;2019-12-25 23:30:00;;R$ 2.392;0;1;0;
1297;2019-11-30;2;GIG;LIS;Somente ida;2019-12-25 23:30:00;;R$ 2.392;0;1;0;
1298;2019-12-04;2;GIG;LIS;Ida e volta;2019-12-25 23:30:00;2020-01-03 11:40:00;R$ 9.762;0;2;0;
1299;2019-12-11;1;GIG;EZE;Ida e volta;2019-12-26 06:25:00;2020-01-05 07:45:00;R$ 1.533;0;1;0;
1300;2019-08-13;1;GIG;EZE;Somente ida;2019-12-26 10:15:00;;R$ 632;26.000;1;0;
1301;2019-09-25;1;GIG;SCL;Ida e volta;2019-12-26 12:20:00;2020-01-04 20:57:00;R$ 1.683;37.800;1;0;
1302;2019-09-25;1;GIG;SCL;Ida e volta;2019-12-26 12:20:00;2020-01-02 20:57:00;R$ 1.493;36.000;1;0;
1303;2019-10-06;2;GIG;SCL;Ida e volta;2019-12-26 12:20:00;2020-01-05 14:12:00;R$ 6.762;161.760;4;0;
1304;2019-10-10;2;GIG;SCL;Ida e volta;2019-12-26 12:20:00;2020-01-04 20:57:00;R$ 3.505;85.200;2;0;
1305;2019-10-19;1;SCL;GIG;Somente ida;2019-12-26 13:57:00;;R$ 553;12.700;1;0;
1306;2019-12-18;1;GIG;LIS;Ida e volta;2019-12-26 14:45:00;2020-01-08 13:10:00;R$ 5.378;0;1;0;
1307;2019-12-20;1;MIA;GIG;Somente ida;2019-12-26 16:40:00;;R$ 1.193;51.000;1;0;
1308;2019-08-19;1;EZE;GIG;Somente ida;2019-12-26 17:15:00;;R$ 1.817;47.000;1;1;
1309;2019-08-12;2;EZE;GIG;Somente ida;2019-12-26 17:15:00;;R$ 872;18.900;1;0;
1310;2019-08-21;1;EZE;GIG;Somente ida;2019-12-26 17:15:00;;R$ 0;23.500;1;0;
1311;2019-12-05;2;GIG;LIS;Somente ida;2019-12-26 19:15:00;;R$ 3.764;0;1;0;
1312;2019-12-06;2;GIG;LIS;Somente ida;2019-12-26 19:15:00;;R$ 4.219;0;1;0;
1313;2019-12-08;3;GIG;LIS;Somente ida;2019-12-26 19:15:00;;R$ 4.185;0;1;0;
1314;2019-12-15;2;SCL;GIG;Somente ida;2019-12-27 02:15:00;;R$ 643;20.000;1;0;
1315;2019-09-20;1;RAO;IOS;Somente ida;2019-12-27 06:05:00;;R$ 1.102;0;1;0;
1316;2019-09-22;2;RAO;IOS;Somente ida;2019-12-27 06:05:00;;R$ 1.102;0;1;0;
1317;2019-09-20;2;RAO;IOS;Somente ida;2019-12-27 06:05:00;;R$ 1.102;0;1;0;
1318;2019-10-03;1;RAO;GIG;Ida e volta;2019-12-27 07:00:00;2020-01-02 21:00:00;R$ 748;0;1;0;
1319;2019-09-10;2;GIG;MIA;Somente ida;2019-12-27 11:30:00;;R$ 5.236;0;2;0;
1320;2019-09-09;2;GIG;MIA;Somente ida;2019-12-27 11:30:00;;R$ 5.222;0;2;0;
1321;2019-10-01;1;GIG;EZE;Somente ida;2019-12-27 15:00:00;;R$ 1.285;26.400;2;0;
1322;2019-08-28;1;IOS;EZE;Somente ida;2019-12-27 15:20:00;;R$ 1.574;29.160;2;0;
1323;2019-10-14;1;GIG;AMS;Ida e volta;2019-12-27 17:10:00;2020-01-04 17:55:00;R$ 4.792;194.000;1;0;
1324;2019-12-06;1;GIG;LIS;Ida e volta;2019-12-27 19:35:00;2020-01-25 14:20:00;R$ 3.817;0;1;0;
1325;2019-10-21;1;GIG;LIS;Ida e volta;2019-12-27 20:00:00;2020-01-01 23:30:00;R$ 4.730;178.500;1;0;
1326;2019-12-21;2;GIG;MCO;Ida e volta;2019-12-27 20:40:00;2020-01-04 18:50:00;R$ 8.838;256.200;2;0;
1327;2019-12-21;1;LIS;GIG;Ida e volta;2019-12-27 23:30:00;2020-01-01 17:10:00;R$ 3.422;118.500;1;0;
1328;2019-10-01;1;GIG;BCN;Ida e volta;2019-12-28 00:30:00;2020-01-19 12:35:00;R$ 4.723;0;1;0;
1329;2019-11-23;1;GIG;BOG;Somente ida;2019-12-28 17:10:00;;R$ 881;18.700;1;0;
1330;2019-08-11;1;GIG;SCL;Ida e volta;2019-12-28 17:10:00;2020-01-03 20:57:00;R$ 3.391;89.760;2;0;
1331;2019-10-25;3;GIG;LIS;Ida e volta;2019-12-28 17:10:00;2020-02-09 22:55:00;R$ 5.496;152.500;1;0;
1332;2019-12-21;1;GIG;SCL;Ida e volta;2019-12-28 17:20:00;2020-01-05 02:15:00;R$ 1.572;0;1;0;
1333;2019-10-17;1;GIG;SCL;Ida e volta;2019-12-28 18:50:00;2020-01-05 20:57:00;R$ 3.767;89.760;2;0;
1334;2019-12-05;3;GIG;LIS;Ida e volta;2019-12-28 19:35:00;2020-03-26 05:20:00;R$ 4.001;0;1;0;
1335;2019-12-09;1;GIG;BCN;Ida e volta;2019-12-28 19:35:00;2020-01-23 18:45:00;R$ 4.300;0;1;0;
